"Feature_ID","GeneID","Symbol","Ensembl","Entrez","Biotype","Length","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000182578","ENSG00000182578","CSF1R","ENSG00000182578","1436","protein_coding",60082,2.57502799763737,-0.531603317389002,9.86891846124069,1.27179069894995e-06,0.0111157998893258,3.0083624187361
"ENSG00000137440","ENSG00000137440","FGFBP1","ENSG00000137440","9982","protein_coding",4665,-0.729376826366757,5.86318357181665,-9.76780147842832,1.40262459171304e-06,0.0111157998893258,5.84386572798755
"ENSG00000134321","ENSG00000134321","RSAD2","ENSG00000134321","91543","protein_coding",32683,1.95734890993695,1.52990394063721,8.63064643669857,4.48179948704055e-06,0.0225339971110468,3.78638788924904
"ENSG00000265148","ENSG00000265148","TSPOAP1-AS1","ENSG00000265148","100506779","lncRNA",91295,-0.773919787770177,6.01394064469268,-8.15666302029764,7.53773662060708e-06,0.0225339971110468,4.2103651899476
"ENSG00000124107","ENSG00000124107","SLPI","ENSG00000124107","6590","protein_coding",2326,1.80163821563239,3.30741446204912,8.01573777128495,8.83664511911085e-06,0.0225339971110468,3.92521195077991
"ENSG00000137501","ENSG00000137501","SYTL2","ENSG00000137501","54843","protein_coding",116959,-0.814353543231238,6.46161637572164,-7.99392484861085,9.0584849537304e-06,0.0225339971110468,4.02548753107601
"ENSG00000177410","ENSG00000177410","ZFAS1","ENSG00000177410","441951","lncRNA",22547,0.611944025498361,6.27964044411399,7.89380402719805,1.0156940238029e-05,0.0225339971110468,3.9126441709117
"ENSG00000225383","ENSG00000225383","SFTA1P","ENSG00000225383","207107","lncRNA",14204,1.78038613872549,0.42492050025203,7.79574683458401,1.13736263021056e-05,0.0225339971110468,2.51174295753035
"ENSG00000213246","ENSG00000213246","SUPT4H1","ENSG00000213246","6827","protein_coding",7919,-0.72700575726998,9.14052691473591,-7.60419497952611,1.42299417000179e-05,0.0231366428202992,3.59054309191647
"ENSG00000110721","ENSG00000110721","CHKA","ENSG00000110721","1119","protein_coding",68586,0.585649442039917,5.23898630405583,7.44375095699927,1.7221708021431e-05,0.0231366428202992,3.40635251104671
"ENSG00000083799","ENSG00000083799","CYLD","ENSG00000083799","1540","protein_coding",59904,0.623891174318915,5.25470384798394,7.3746239882382,1.87143544529174e-05,0.0231366428202992,3.32427413458125
"ENSG00000013588","ENSG00000013588","GPRC5A","ENSG00000013588","9052","protein_coding",27156,0.869279754199322,7.8618754721105,7.35087870102751,1.9258837434631e-05,0.0231366428202992,3.27707950576078
"ENSG00000104325","ENSG00000104325","DECR1","ENSG00000104325","1666","protein_coding",52304,-0.603445651554109,5.50933772660347,-7.26929092171542,2.12638882330213e-05,0.0231366428202992,3.19171221874807
"ENSG00000116132","ENSG00000116132","PRRX1","ENSG00000116132","5396","protein_coding",76694,-1.06606066552843,2.27275888074906,-7.26574285307075,2.13560470479691e-05,0.0231366428202992,2.98659064106253
"ENSG00000127863","ENSG00000127863","TNFRSF19","ENSG00000127863","55504","protein_coding",105735,-0.682779595421471,5.5876007602197,-7.22024542808227,2.25767868290646e-05,0.0231366428202992,3.13044711011181
"ENSG00000225553","ENSG00000225553","PHF1","ENSG00000225553","5252","protein_coding",6082,0.634304336039482,5.87036515545116,7.19258451614727,2.33556015851601e-05,0.0231366428202992,3.0897432561168
"ENSG00000196611","ENSG00000196611","MMP1","ENSG00000196611","4312","protein_coding",8760,3.0364392427524,-1.22110450352412,7.00383534967192,2.95090623044411e-05,0.026103075171214,1.38293220140146
"ENSG00000132823","ENSG00000132823","OSER1","ENSG00000132823","51526","protein_coding",14934,0.641446935329173,5.77147467450373,6.97002404429324,3.07855022724443e-05,0.026103075171214,2.81634169722642
"ENSG00000107738","ENSG00000107738","VSIR","ENSG00000107738","64115","protein_coding",26053,1.13874443604958,2.30835456049245,6.95705591363179,3.12907525711713e-05,0.026103075171214,2.66700327262374
"ENSG00000165272","ENSG00000165272","AQP3","ENSG00000165272","360","protein_coding",6441,0.818914096255773,5.339253635986,6.89810777116636,3.3702742159025e-05,0.0267094231610273,2.74051621507351
"MTRNR2L2","MTRNR2L2","MTRNR2L2",NA,"100462981","pseudo",1009,1.06974712900377,7.18159232942526,6.78494491108865,3.8913157940469e-05,0.0293701692074492,2.5660895496384
"ENSG00000164236","ENSG00000164236","ANKRD33B","ENSG00000164236","651746","protein_coding",93747,1.12325548990908,1.54194165482647,6.58813582970944,5.01575672535606e-05,0.032524455694738,2.07889042527063
"MTRNR2L8","MTRNR2L8","MTRNR2L8",NA,"100463486","pseudo",1293,1.07251650214127,7.49150361456758,6.57066398245323,5.1312885892256e-05,0.032524455694738,2.28945248654691
"ENSG00000136235","ENSG00000136235","GPNMB","ENSG00000136235","10457","protein_coding",39142,1.53068077893338,1.37879135813505,6.52509810382742,5.44627072957883e-05,0.032524455694738,1.93844294867528
"ENSG00000105499","ENSG00000105499","PLA2G4C","ENSG00000105499","8605","protein_coding",63008,1.60541892169281,0.490730810672234,6.50930046327073,5.56027686335631e-05,0.032524455694738,1.55223403710724
"ENSG00000162772","ENSG00000162772","ATF3","ENSG00000162772","467","protein_coding",55444,1.24240711709066,4.18716813533735,6.50352729427164,5.60257771167107e-05,0.032524455694738,2.27487042602944
"ENSG00000169155","ENSG00000169155","ZBTB43","ENSG00000169155","23099","protein_coding",33223,0.780599554805804,4.78546163573451,6.49585137668135,5.65935686054856e-05,0.032524455694738,2.24666459826129
"ENSG00000078081","ENSG00000078081","LAMP3","ENSG00000078081","27074","protein_coding",41640,1.13167197404301,3.67393244780194,6.46427900298144,5.89948784529242e-05,0.032524455694738,2.22622819931325
