"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"REACTOME_FCGR_ACTIVATION","REACTOME_FCGR_ACTIVATION","69","0.6546839128316204","2.776544223126371","0.0000000001000000000000000","0.00000001068823529411765","0.000000008700938621946768","4459","tags=81%, list=29%, signal=58%","IGKV2-28/IGKV2D-28/IGKV5-2/FCGR3A/IGKV1D-16/SYK/IGLV2-8/IGHV3-7/IGKV2-30/CD3G/IGHV3-33/IGHG2/IGKV3-11/IGHV3-30/IGKV2D-30/CD247/IGHV3-23/IGKV3-15/IGKV3-20/IGKV1D-33/IGHV1-46/IGKV1-5/LYN/IGKV1D-12/IGHV4-34/IGLV2-23/IGKV1-16/IGKV1-12/IGHV2-70/FCGR2A/IGKV3D-20/IGHV4-59/IGKV1-33/IGKV1-17/IGKV4-1/IGLV3-1/IGHV3-53/IGHG1/FCGR1A/IGLC3/IGHV3-11/IGLV7-43/IGHG4/IGLV2-14/IGLV3-27/IGKV1D-39/HCK/IGHV1-69/IGHV4-39/IGLV2-11/IGHV3-48/IGLV1-40/IGLC2/IGHV1-2/IGHV3-13/IGLV3-25",NA
"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","168","0.5584947680981922","2.761501613493712","0.0000000001000000000000000","0.00000001068823529411765","0.000000008700938621946768","4459","tags=68%, list=29%, signal=49%","IGKV2-28/IGKV2D-28/IGKV5-2/FCGR3A/CD8A/CD3E/IGKV1D-16/TRBV12-3/KLRK1/KLRD1/CD8B/SLAMF6/CD19/IGLV2-8/IGHV3-7/IGKV2-30/B2M/CD3D/CD3G/CLEC2D/IGHV3-33/SIGLEC10/IGKV3-11/IGHV3-30/CDH1/CD160/IGKV2D-30/ITGB7/SH2D1A/JAML/CD22/IFITM1/COL17A1/CXADR/CD247/ITGAL/IGHV3-23/CD226/LILRA4/ICAM3/IGKV3-15/IGKV3-20/IGKV1D-33/NCR3/CD300LF/IGHV1-46/IGKV1-5/SELL/CD300C/SIGLEC12/IGKV1D-12/IGHV4-34/IGLV2-23/IGKV1-16/SIGLEC7/TREML2/IGKV1-12/HLA-C/IGHV2-70/CD300A/CD96/HLA-G/TRAV19/HLA-A/TREM1/IGKV3D-20/CLEC2B/IGHV4-59/IGKV1-33/KLRB1/HLA-B/IGKV1-17/IGKV4-1/ITGA4/IGLV3-1/ULBP3/SLAMF7/IGHV3-53/LILRB1/CD300LB/LAIR1/TRBV7-9/ITGB2/FCGR1A/IGLC3/PILRA/IGHV3-11/IGLV7-43/SIGLEC5/KLRC1/CD40LG/IGLV2-14/HCST/IGLV3-27/IGKV1D-39/LILRA1/IGHV1-69/IGHV4-39/CD1C/SIGLEC8/LILRB4/IGLV2-11/ICAM4/IGHV3-48/IGLV1-40/CD200R1/IGLC2/ICAM1/IGHV1-2/TYROBP/KIR2DL4/IGHV3-13/MICB/IGLV3-25",NA
"REACTOME_CD22_MEDIATED_BCR_REGULATION","REACTOME_CD22_MEDIATED_BCR_REGULATION","61","0.6641212153051195","2.745630512819367","0.0000000001000000000000000","0.00000001068823529411765","0.000000008700938621946768","4459","tags=85%, list=29%, signal=61%","IGKV2-28/IGKV2D-28/IGKV5-2/IGKV1D-16/IGLV2-8/IGHV3-7/IGKV2-30/IGHD/IGHV3-33/IGKV3-11/IGHV3-30/IGKV2D-30/CD22/IGHV3-23/IGKV3-15/IGKV3-20/IGKV1D-33/IGHV1-46/IGKV1-5/LYN/CD79B/IGKV1D-12/IGHV4-34/CD79A/IGLV2-23/PTPN6/IGKV1-16/IGKV1-12/IGHV2-70/IGKV3D-20/IGHV4-59/IGKV1-33/IGKV1-17/IGKV4-1/IGLV3-1/IGHM/IGHV3-53/IGLC3/IGHV3-11/IGLV7-43/IGLV2-14/IGLV3-27/IGKV1D-39/IGHV1-69/IGHV4-39/IGLV2-11/IGHV3-48/IGLV1-40/IGLC2/IGHV1-2/IGHV3-13/IGLV3-25",NA
"REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS","86","0.6055001875911106","2.669967101891918","0.0000000001000000000000000","0.00000001068823529411765","0.000000008700938621946768","4490","tags=79%, list=29%, signal=57%","IGKV2-28/IGKV2D-28/IGKV5-2/SH3KBP1/IGKV1D-16/SYK/CD19/IGLV2-8/IGHV3-7/BLK/IGKV2-30/IGHD/IGHV3-33/IGKV3-11/IGHV3-30/IGKV2D-30/CD22/IGHV3-23/IGKV3-15/IGKV3-20/IGKV1D-33/IGHV1-46/IGKV1-5/DAPP1/VAV1/LYN/CD79B/IGKV1D-12/IGHV4-34/CD79A/IGLV2-23/PTPN6/IGKV1-16/IGKV1-12/BLNK/PLCG2/IGHV2-70/BTK/IGKV3D-20/IGHV4-59/IGKV1-33/IGKV1-17/IGKV4-1/IGLV3-1/IGHM/IGHV3-53/PIK3CD/PIK3AP1/ORAI2/IGLC3/IGHV3-11/IGLV7-43/ITPR3/GRB2/IGLV2-14/IGLV3-27/IGKV1D-39/IGHV1-69/IGHV4-39/IGLV2-11/IGHV3-48/IGLV1-40/IGLC2/IGHV1-2/STIM1/IGHV3-13/IGLV3-25/SOS1",NA
"REACTOME_PARASITE_INFECTION","REACTOME_PARASITE_INFECTION","115","0.5724710059098530","2.668540418671943","0.0000000001000000000000000","0.00000001068823529411765","0.000000008700938621946768","4195","tags=66%, list=27%, signal=49%","IGKV2-28/WIPF2/IGKV2D-28/IGKV5-2/FCGR3A/IGKV1D-16/SYK/IGLV2-8/IGHV3-7/IGKV2-30/WASL/ARPC2/ABI1/CD3G/IGHV3-33/IGHG2/IGKV3-11/IGHV3-30/RAC1/IGKV2D-30/CYFIP2/CD247/ACTR2/IGHV3-23/WAS/IGKV3-15/IGKV3-20/IGKV1D-33/IGHV1-46/ELMO1/IGKV1-5/VAV1/LYN/ARPC5/IGKV1D-12/IGHV4-34/ACTG1/IGLV2-23/IGKV1-16/IGKV1-12/IGHV2-70/CYFIP1/CDC42/BTK/MAPK3/IGKV3D-20/IGHV4-59/IGKV1-33/ARPC3/IGKV1-17/VAV3/IGKV4-1/IGLV3-1/IGHV3-53/IGHG1/MYO9B/IGLC3/IGHV3-11/IGLV7-43/GRB2/IGHG4/IGLV2-14/IGLV3-27/IGKV1D-39/HCK/IGHV1-69/NCKAP1L/IGHV4-39/DOCK1/ACTR3/IGLV2-11/ARPC1A/IGHV3-48/ARPC1B/IGLV1-40/IGLC2",NA
"REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION","REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION","87","0.5979109575880375","2.661384694457441","0.0000000001000000000000000","0.00000001068823529411765","0.000000008700938621946768","4490","tags=75%, list=29%, signal=53%","FOS/JUN/IGKV2-28/IGKV2D-28/IGKV5-2/IGKV1D-16/SYK/IGLV2-8/IGHV3-7/IGKV2-30/IGHV3-33/IGKV3-11/IGHV3-30/RAC1/NRAS/IGKV2D-30/PAK1/IGHV3-23/IGKV3-15/IGKV3-20/IGKV1D-33/IGHV1-46/IGKV1-5/VAV1/LYN/IGKV1D-12/IGHV4-34/GRAP2/IGLV2-23/IGKV1-16/IGKV1-12/PLCG2/IGHV2-70/LCP2/MAPK3/IGKV3D-20/IGHV4-59/IGKV1-33/IGKV1-17/VAV3/IGKV4-1/IGLV3-1/PAK2/IGHV3-53/IGLC3/IGHV3-11/IGLV7-43/FCER1G/GRB2/IGLV2-14/IGLV3-27/IGKV1D-39/IGHV1-69/IGHV4-39/IGLV2-11/IGHV3-48/IGLV1-40/KRAS/MAP3K1/IGLC2/IGHV1-2/LAT/IGHV3-13/IGLV3-25/SOS1",NA
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR","REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR","152","0.5435051395159936","2.653992311831809","0.0000000001000000000000000","0.00000001068823529411765","0.000000008700938621946768","4490","tags=61%, list=29%, signal=44%","IGKV2-28/IGKV2D-28/IGKV5-2/SH3KBP1/IGKV1D-16/SYK/PPP3CA/CD19/CARD11/IGLV2-8/IGHV3-7/BLK/IGKV2-30/IGHD/IGHV3-33/BCL10/PSMA6/IGKV3-11/IGHV3-30/NRAS/IGKV2D-30/CD22/PSMD11/NFKBIA/IGHV3-23/RASGRP1/IGKV3-15/IGKV3-20/IGKV1D-33/IGHV1-46/IGKV1-5/DAPP1/VAV1/LYN/UBC/CD79B/NFATC3/IGKV1D-12/IGHV4-34/CD79A/IGLV2-23/PSMD3/PTPN6/IGKV1-16/IGKV1-12/BLNK/PLCG2/IGHV2-70/BTK/IGKV3D-20/IGHV4-59/IGKV1-33/IGKV1-17/PPP3R1/UBB/IGKV4-1/IGLV3-1/PRKCB/PPIA/IGHM/IGHV3-53/PIK3CD/PIK3AP1/PSMA2/MALT1/ORAI2/IGLC3/NFATC2/IGHV3-11/IGLV7-43/PSMC4/ITPR3/GRB2/PSMD1/IGLV2-14/IGLV3-27/IGKV1D-39/IGHV1-69/PSMA5/IGHV4-39/IGLV2-11/PSMA1/REL/IGHV3-48/IGLV1-40/KRAS/IGLC2/IGHV1-2/STIM1/PSMB2/IGHV3-13/IGLV3-25/SOS1",NA
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS","REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS","141","0.5316292715535180","2.575485865001429","0.0000000001000000000000000","0.00000001068823529411765","0.000000008700938621946768","4227","tags=63%, list=27%, signal=46%","IGKV2-28/WIPF2/IGKV2D-28/IGKV5-2/FCGR3A/IGKV1D-16/SYK/IGLV2-8/IGHV3-7/IGKV2-30/WASL/ARPC2/ABI1/CD3G/IGHV3-33/IGHG2/IGKV3-11/IGHV3-30/RAC1/IGKV2D-30/PIK3CB/CYFIP2/CD247/PAK1/ACTR2/HSP90AA1/IGHV3-23/WAS/IGKV3-15/IGKV3-20/IGKV1D-33/IGHV1-46/ELMO1/IGKV1-5/VAV1/LYN/ARPC5/IGKV1D-12/IGHV4-34/ACTG1/IGLV2-23/IGKV1-16/IGKV1-12/PLCG2/IGHV2-70/CYFIP1/CDC42/BTK/FCGR2A/PLD1/MAPK3/PRKCD/IGKV3D-20/IGHV4-59/IGKV1-33/ARPC3/IGKV1-17/VAV3/HSP90AB1/IGKV4-1/CFL1/IGLV3-1/IGHV3-53/IGHG1/MYO9B/FCGR1A/IGLC3/IGHV3-11/IGLV7-43/ITPR3/GRB2/IGHG4/IGLV2-14/IGLV3-27/IGKV1D-39/HCK/IGHV1-69/NCKAP1L/IGHV4-39/DOCK1/NF2/ACTR3/IGLV2-11/ARPC1A/IGHV3-48/ARPC1B/IGLV1-40/IGLC2/PLA2G6",NA
"REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS","REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS","67","0.6074168371229212","2.571957922719017","0.0000000001000000000000000","0.00000001068823529411765","0.000000008700938621946768","4459","tags=76%, list=29%, signal=55%","IGKV2-28/IGKV2D-28/IGKV5-2/IGKV1D-16/IGLV2-8/IGHV3-7/IGKV2-30/IGHV3-33/IGHG2/IGKV3-11/IGHV3-30/IGKV2D-30/IGHV3-23/IGKV3-15/IGKV3-20/IGKV1D-33/IGHV1-46/IGKV1-5/IGKV1D-12/IGHV4-34/IGLV2-23/IGKV1-16/IGKV1-12/IGHV2-70/C1QC/C1QB/IGKV3D-20/IGHV4-59/IGKV1-33/IGKV1-17/IGKV4-1/IGLV3-1/C1QA/IGHV3-53/IGHG1/IGLC3/IGHV3-11/IGLV7-43/IGHG4/IGLV2-14/IGLV3-27/IGKV1D-39/IGHV1-69/IGHV4-39/IGLV2-11/IGHV3-48/IGLV1-40/IGLC2/IGHV1-2/IGHV3-13/IGLV3-25",NA
"REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT","REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT","75","0.5932867931263716","2.569197494230199","0.0000000001000000000000000","0.00000001068823529411765","0.000000008700938621946768","4459","tags=72%, list=29%, signal=52%","IGKV2-28/IGKV2D-28/IGKV5-2/IGKV1D-16/IGLV2-8/IGHV3-7/IGKV2-30/GZMM/IGHV3-33/IGHG2/IGKV3-11/IGHV3-30/IGKV2D-30/C2/IGHV3-23/IGKV3-15/IGKV3-20/IGKV1D-33/IGHV1-46/IGKV1-5/IGKV1D-12/IGHV4-34/IGLV2-23/IGKV1-16/IGKV1-12/IGHV2-70/CFB/C1QC/C1QB/IGKV3D-20/IGHV4-59/IGKV1-33/IGKV1-17/IGKV4-1/IGLV3-1/C1QA/IGHV3-53/IGHG1/IGLC3/IGHV3-11/IGLV7-43/IGHG4/IGLV2-14/IGLV3-27/IGKV1D-39/IGHV1-69/IGHV4-39/IGLV2-11/IGHV3-48/IGLV1-40/IGLC2/IGHV1-2/IGHV3-13/IGLV3-25",NA
