"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"GOCC_RIBOSOMAL_SUBUNIT","GOCC_RIBOSOMAL_SUBUNIT","173","0.7216680857746028","3.400549938213343","0.0000000001000000000000000","0.000000008508333333333333","0.000000006664367447898274","3214","tags=80%, list=21%, signal=64%","RPL22/RPL4/RPL13A/RPS19/RPS12/UBA52/RPS11/RPL18A/RPS16/RPLP0/RPS2/MRPL20/RPS4X/RACK1/MRPL51/RPL10A/RPS5/RPS23/RPL3/RPL13/RPS17/MRPL36/FAU/RPL18/RPLP1/RPL10/RPS6/RPL27A/RPL28/RPS20/MRPL13/MRPL4/RPS8/RPS3/RPS27/RPS29/MRPS26/RPS14/RPL15/RPL7/RPL37/RPS26/RPS13/RPL36AL/RPL11/MRPS34/NPM1/RPS15A/RPL12/RPS9/RPS24/RPL9/RPS21/RPS28/RPL5/MRPS6/AURKAIP1/RPL34/MRPL11/RPL36/MRPL16/RPSA/RPS7/GADD45GIP1/RPS3A/RPL30/MRPL34/MRPL21/MRPL15/MRPL35/RPL31/RPL32/MRPL43/RPLP2/RPS18/MRPS15/MRPL32/RPL8/RPS25/MRPL39/MRPL48/MRPS11/MRPL14/RPS27A/RPL29/RPL23/MRPL9/RPL17/MRPS25/MRPL30/RPL24/RPL39/MRPL40/MRPL37/RPL6/MRPL38/RPL7L1/RPL37A/RPL27/RPL14/MRPL17/MRPL55/MRPS17/RPL19/MRPS33/MRPL3/MRPS21/MRPL19/MRPL23/RPL41/RPL7A/RPL23A/MRPS18B/MRPL28/MRPL1/PTCD3/MRPS35/MRPL49/MRPL41/RPL35/RPL26L1/MRPS16/MRPL24/DAP3/CHCHD1/RPL38/MRPL42/MRPL18/MRPS5/MRPS9/MRPS12/MRPS28/RPS15/RPL21/MRPS2/MRPS10/RPL36A/MRPS23",NA
"GOCC_CYTOSOLIC_RIBOSOME","GOCC_CYTOSOLIC_RIBOSOME","112","0.7236089266546355","3.238863099657189","0.0000000001000000000000000","0.000000008508333333333333","0.000000006664367447898274","1917","tags=64%, list=13%, signal=57%","RPL22/RPL4/RPL13A/RPS19/RPS12/UBA52/RPS11/RPL18A/RPS16/RPLP0/RPS2/RPS4X/RACK1/RPL10A/RPS5/RPS23/RPL3/RPL13/RPS17/FAU/RPL18/RPLP1/RPL10/RPS6/RPL27A/RPL28/RPS20/RPS8/RPS3/RPS27/RPS29/RPS14/RPL15/RPL7/RPL37/RPS26/RPS13/RPL36AL/RPL11/RPS15A/RPL12/RPS9/RPS24/RPL9/RPS21/RPS28/RPL5/RPL34/RPL36/RPSA/EEF1A1/RPS7/RPS3A/RPL30/RPL31/RPL32/RPLP2/RPS18/RPL8/RPS25/RPS27A/RPL29/RPL23/RPL17/RPL24/RPL39/RPL6/RPL7L1/RPL37A/RPL27/RPL14/RPL19",NA
"GOCC_LARGE_RIBOSOMAL_SUBUNIT","GOCC_LARGE_RIBOSOMAL_SUBUNIT","105","0.7281395862092278","3.174665279844426","0.0000000001000000000000000","0.000000008508333333333333","0.000000006664367447898274","2468","tags=73%, list=16%, signal=62%","RPL22/RPL4/RPL13A/UBA52/RPL18A/RPLP0/MRPL20/MRPL51/RPL10A/RPL3/RPL13/MRPL36/RPL18/RPLP1/RPL10/RPL27A/RPL28/MRPL13/MRPL4/RPL15/RPL7/RPL37/RPL36AL/RPL11/NPM1/RPL12/RPL9/RPL5/RPL34/MRPL11/RPL36/MRPL16/GADD45GIP1/RPL30/MRPL34/MRPL21/MRPL15/MRPL35/RPL31/RPL32/MRPL43/RPLP2/MRPL32/RPL8/MRPL39/MRPL48/MRPL14/RPL29/RPL23/MRPL9/RPL17/MRPL30/RPL24/RPL39/MRPL40/MRPL37/RPL6/MRPL38/RPL7L1/RPL37A/RPL27/RPL14/MRPL17/MRPL55/RPL19/MRPL3/MRPL19/MRPL23/RPL41/RPL7A/RPL23A/MRPL28/MRPL1/MRPL49/MRPL41/RPL35/RPL26L1",NA
"GOCC_RIBOSOME","GOCC_RIBOSOME","218","0.6387194955305071","3.092514178831123","0.0000000001000000000000000","0.000000008508333333333333","0.000000006664367447898274","3214","tags=67%, list=21%, signal=53%","RPL22/RPL4/RPL13A/RPS19/RPS12/UBA52/RPS11/RPL18A/RPS16/RPLP0/RPS2/MRPL20/RPS4X/APEX1/RACK1/MRPL51/RPL10A/RPS5/RPS23/RPL3/RPL13/RPS17/MRPL36/FAU/RPL18/RPLP1/RPL10/RPS6/RPL27A/RPL28/RPS20/MRPL13/MRPL4/RPS8/RPS3/RPS27/RPS29/MRPS26/RPS14/RPL15/RPL7/RPL37/RPS26/RPS13/RPL36AL/RPL11/MRPS34/NPM1/RPS15A/RPL12/RPS9/RPS24/RPL9/RPS21/RPS28/RPL5/MRPS6/AURKAIP1/RPL34/MRPL11/RPL36/MRPL16/RPSA/EEF1A1/RPS7/GADD45GIP1/RPS3A/RPL30/MRPL34/MRPL21/MRPL15/MRPL35/RPL31/RPL32/CALR/MRPL43/RPLP2/RPS18/MRPS15/MRPL32/RPL8/RPS25/MRPL39/MRPL48/MRPS11/MRPL14/RPS27A/RPL29/RPL23/MRPL9/RPL17/MRPS25/MRPL30/RRBP1/RPL24/RPL39/MRPL40/MRPL37/RPL6/MRPL38/RPL7L1/RPL37A/RPL27/RPL14/MTG2/MRPL17/MRPL55/MRPS17/RPL19/MRPS33/MRPL3/MRPS21/MRPL19/MRPL23/RPL41/RPL7A/RPL23A/MRPS18B/MRPL28/MRPL1/PTCD3/MRPS35/MRPL49/MRPL41/RPL35/RPL26L1/MRPS16/MRPL24/DAP3/RNF10/RPS6KL1/CHCHD1/RPL38/MRPL42/MRPL18/MRPS5/MRPS9/MRPS12/MRPS28/RPS15/PNPT1/RPL21/MRPS2/MRPS10/RPL36A/MRPS23",NA
"GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","38","0.8530135498173007","3.021474227610173","0.0000000001000000000000000","0.000000008508333333333333","0.000000006664367447898274","1396","tags=82%, list=9%, signal=74%","RPS19/RPS12/RPS11/RPS16/RPS2/RPS4X/RACK1/RPS5/RPS23/RPS17/FAU/RPS6/RPS20/RPS8/RPS3/RPS27/RPS29/RPS14/RPS26/RPS13/RPS15A/RPS9/RPS24/RPS21/RPS28/RPSA/RPS7/RPS3A/RPS18/RPS25/RPS27A",NA
"GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","52","0.7930390146598711","3.014529303169634","0.0000000001000000000000000","0.000000008508333333333333","0.000000006664367447898274","2468","tags=87%, list=16%, signal=73%","RPL22/RPL4/RPL13A/UBA52/RPL18A/RPLP0/RPL10A/RPL3/RPL13/RPL18/RPLP1/RPL10/RPL27A/RPL28/RPL15/RPL7/RPL37/RPL36AL/RPL11/RPL12/RPL9/RPL5/RPL34/RPL36/RPL30/RPL31/RPL32/RPLP2/RPL8/RPL29/RPL23/RPL17/RPL24/RPL39/RPL6/RPL7L1/RPL37A/RPL27/RPL14/RPL19/RPL41/RPL7A/RPL23A/RPL35/RPL26L1",NA
"GOCC_SMALL_RIBOSOMAL_SUBUNIT","GOCC_SMALL_RIBOSOMAL_SUBUNIT","71","0.7261323918075983","2.981190623695830","0.0000000001000000000000000","0.000000008508333333333333","0.000000006664367447898274","3414","tags=83%, list=23%, signal=65%","RPS19/RPS12/RPS11/RPS16/RPS2/RPS4X/RACK1/RPS5/RPS23/RPS17/FAU/RPS6/RPS20/RPS8/RPS3/RPS27/RPS29/MRPS26/RPS14/RPS26/RPS13/MRPS34/NPM1/RPS15A/RPS9/RPS24/RPS21/RPS28/MRPS6/AURKAIP1/RPSA/RPS7/RPS3A/RPS18/MRPS15/RPS25/MRPS11/RPS27A/MRPS25/MRPS17/MRPS33/MRPS21/MRPS18B/PTCD3/MRPS35/MRPS16/DAP3/CHCHD1/MRPL42/MRPS5/MRPS9/MRPS12/MRPS28/RPS15/MRPS2/MRPS10/MRPS23/MRPS27/RPS27L",NA
"GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX","GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX","179","0.6184126315478807","2.946308169329106","0.0000000001000000000000000","0.000000008508333333333333","0.000000006664367447898274","3698","tags=65%, list=24%, signal=50%","PHB2/TIMM50/MRPL20/PPIF/MRPL51/TIMM21/SLC25A5/PDSS1/MRPL36/TIMM44/ECSIT/MRPL13/MRPL4/TIMM8B/MRPS26/TOMM20/TOMM40/NDUFAB1/MRPS34/MRPS6/AURKAIP1/DNAJC11/MRPL11/MRPL16/GADD45GIP1/MRPL34/TIMM17B/MRPL21/TOMM22/CLPX/MRPL15/TIMM23/MRPL35/SLC25A6/MRPL43/MRPS15/IMMT/MRPL32/HADHA/MRPL39/SMDT1/TOMM7/MRPL48/MRPS11/MRPL14/MRPL9/MRPS25/PHB1/MRPL30/PMPCB/GRPEL1/MRPL40/MRPL37/MRPL38/MICOS13/SAMM50/MRPL17/MRPL55/MRPS17/MRPS33/NFS1/MRPL3/MRPS21/HSD17B10/MRPL19/MRPL23/TRABD/MICU3/APOO/MRPS18B/MRPL28/MRPL1/PTCD3/MRPS35/TIMM10/CHCHD10/MRPL49/MRPL41/NDUFAF1/VDAC1/MRPS16/COA1/MCU/MRPL24/HADHB/DAP3/HSPA9/CHCHD1/MRPL42/MCUB/MRPL18/MRPS5/MRPS9/PAM16/MRPS12/MRPS28/DNAJC15/PNPT1/SUPV3L1/MRPS2/MRPS10/MRPS23/FXN/TRMT10B/TOMM40L/MRPS27/CHCHD3/AGK/MRPL57/MRPL22/TOMM6/ROMO1/MRPL47/MRPL58/MRPL2/MRPL45",NA
"GOCC_RESPIRATORY_CHAIN_COMPLEX","GOCC_RESPIRATORY_CHAIN_COMPLEX","89","0.6880217278599550","2.931364472716850","0.0000000001000000000000000","0.000000008508333333333333","0.000000006664367447898274","3557","tags=76%, list=24%, signal=59%","ATP5F1A/COX5A/NDUFS6/NDUFS5/NDUFA3/UQCRFS1/CYC1/NDUFB2/NDUFS3/NDUFB11/ATP5MF/COX6B1/COX6C/COXFA4/ATP5MC1/ATP5PF/COX7A2/COX7C/NDUFAB1/COX7B/NDUFA11/COX8A/UQCRH/SDHB/ATP5PO/UQCRQ/NDUFA9/COX4I1/ATP5MJ/UQCRC2/NDUFS2/NDUFA1/NDUFB9/UQCRB/NDUFC1/NDUFB10/ATP5F1C/COX6A1/ATP5MC3/ATP5F1E/NDUFV3/SDHA/NDUFA8/NDUFB7/ATP5MK/NDUFAF2/NDUFB1/ATP5F1D/NDUFV1/STMP1/NDUFS8/ATP5F1B/NDUFB6/NDUFS4/ATP5MC2/COX5B/NDUFA10/SDHC/ATP5ME/ATP5PB/NDUFB8/UQCR10/NDUFB3/NDUFV2/UQCRHL/ATP5MG/ATP5PD/NDUFA12",NA
"GOCC_ORGANELLAR_RIBOSOME","GOCC_ORGANELLAR_RIBOSOME","83","0.6725396557301270","2.798062731667893","0.0000000001000000000000000","0.000000008508333333333333","0.000000006664367447898274","3698","tags=78%, list=24%, signal=59%","MRPL20/MRPL51/MRPL36/MRPL13/MRPL4/MRPS26/MRPS34/MRPS6/AURKAIP1/MRPL11/MRPL16/GADD45GIP1/MRPL34/MRPL21/MRPL15/MRPL35/MRPL43/MRPS15/MRPL32/MRPL39/MRPL48/MRPS11/MRPL14/MRPL9/MRPS25/MRPL30/MRPL40/MRPL37/MRPL38/MTG2/MRPL17/MRPL55/MRPS17/MRPS33/MRPL3/MRPS21/MRPL19/MRPL23/MRPS18B/MRPL28/MRPL1/PTCD3/MRPS35/MRPL49/MRPL41/MRPS16/MRPL24/DAP3/CHCHD1/MRPL42/MRPL18/MRPS5/MRPS9/MRPS12/MRPS28/MRPS2/MRPS10/MRPS23/MRPS27/MRPL57/MRPL22/MRPL47/MRPL58/MRPL2/MRPL45",NA
